,iata_code,latitude,longitude
4223,LDG,0.0,0.0
4224,LDH,-31.538611,159.076389
4225,LDI,-9.851111,39.757778
4226,LDJ,40.617447,-74.244594
4227,LDK,58.465522,13.174414
4228,LDM,43.962528,-86.407917
4229,LDN,27.253117,86.670044
4230,LDO,4.35,-55.4
4231,LDR,13.883,45.867
4232,LDU,5.032247,118.324036
4233,LDV,48.530278,-4.151389
4234,LDW,-17.583,126.833
4235,LDX,5.483056,-54.034444
4236,LDY,55.042778,-7.161111
4237,LDZ,-24.8,31.5
4238,LEA,-22.235556,114.088611
4239,LEB,43.626111,-72.304194
4240,LEC,-12.482289,-41.276969
4241,LED,59.800292,30.262503
4242,LEE,28.822897,-81.808417
4243,LEF,-29.890833,28.655556
4244,LEG,17.05,-13.917
4245,LEH,49.533889,0.088056
4246,LEI,36.843936,-2.370097
4247,LEJ,51.432447,12.241633
4248,LEK,11.326058,-12.28685
4249,LEL,-12.498889,135.805833
4250,LEM,45.918697,-102.106178
4251,LEN,42.589,-5.655556
4252,LEO,-1.573056,14.288611
4253,LEP,-21.466089,-42.727036
4254,LEQ,50.102778,-5.670556
4255,LER,-27.843333,120.703333
4256,LES,-29.783,28.317
4257,LET,-4.193146,-69.942689
4258,LEU,42.338611,1.409167
4259,LEV,-17.711111,178.758611
4260,LEW,44.048473,-70.283507
4261,LEX,38.03675,-84.608639
4262,LEY,52.460278,5.527222
4263,LEZ,14.290556,-88.175
4264,LFB,-15.010555555556,40.666388888889
4265,LFI,37.082833,-76.3605
4266,LFK,31.234014,-94.75
4267,LFM,27.372744,53.188794
4268,LFN,36.023345,-78.330271
4269,LFO,5.657,44.35
4270,LFP,-14.920556,144.202778
4271,LFR,8.239167,-72.271028
4272,LFT,30.20525,-91.987611
4273,LFW,6.165611,1.254511
4274,LGA,40.77725,-73.872611
4275,LGB,33.817777,-118.151651
4276,LGC,33.008861,-85.072611
4277,LGD,45.290222,-118.007111
4278,LGE,-28.916666666667,139.0
4279,LGF,32.86,-114.396667
4280,LGG,50.636389,5.442778
4281,LGH,-30.598333,138.425833
4282,LGI,23.179014,-75.093597
4283,LGK,6.329728,99.728667
4284,LGL,3.421389,115.153611
4285,LGM,-5.483,143.483
4286,LGN,-5.533,149.733
4287,LGO,53.742771,7.498608
4288,LGP,13.157064,123.746247
4289,LGQ,0.092439,-76.869314
4290,LGR,-47.243847,-72.588417
4291,LGS,-35.493597,-69.574267
4292,LGT,4.55,-70.925
4293,LGU,41.791284,-111.851609
4294,LGW,51.148056,-0.190278
4295,LGX,3.811944,42.545833
4296,LGY,10.123056,-71.238056
4297,LGZ,-0.167,-74.767
4298,LHA,48.36925,7.827722
4299,LHB,54.233333333333,-165.6
4300,LHE,31.521564,74.403594
4301,LHG,-29.456667,147.984444
4302,LHI,-3.133,139.933
4303,LHK,32.389443,111.694722
4304,LHN,24.25,121.217
4305,LHP,-6.517,155.7
4306,LHR,51.4775,-0.461389
4307,LHS,-46.533056,-68.951111
4308,LHU,-17.833333333333,23.0
4309,LHV,41.135639,-77.422308
4310,LHW,36.117,103.617
4311,LIA,30.679444,107.786111
4312,LIB,-17.235556,129.881944
4313,LIC,39.274778,-103.665861
4314,LID,52.166139,4.417944
4315,LIE,3.633,18.633
4316,LIF,-20.775,167.239722
4317,LIG,45.860833,1.180278
4318,LIH,21.975983,-159.338958
4319,LII,-3.717,137.95
4320,LIJ,54.9,-132.75
4321,LIK,9.817,169.317
4322,LIL,50.563333,3.086944
4323,LIM,-12.021889,-77.114319
4324,LIN,45.445103,9.276739
4325,LIO,9.958056,-83.021944
4326,LIP,-21.664039,-49.730519
4327,LIQ,2.170658,21.496906
4328,LIR,10.593015,-85.545545
4329,LIS,38.781311,-9.135919
4330,LIT,34.729444,-92.224778
4331,LIU,35.859,12.862
4332,LIV,65.472618,-148.669171
4333,LIW,19.691494,97.214825
4334,LIX,-12.083,34.733
4335,LIY,31.88831,-81.561623
4336,LIZ,46.950428,-67.885861
4337,LJA,-3.463056,23.615556
4338,LJC,0.0,0.0
4339,LJG,26.679167,100.245833
4340,LJN,29.108639,-95.462083
4341,LJU,46.223686,14.457611
4342,LKA,-8.35,122.983
4343,LKB,-18.199167,-178.816944
4344,LKC,-2.317,14.6
4345,LKD,-15.840833,144.848889
4346,LKE,47.628987,-122.338738
4347,LKG,4.2,34.35
4348,LKH,3.313056,114.783056
4349,LKI,-19.233333333333,18.2
4350,LKK,58.98208,-155.121272
4351,LKL,70.068814,24.973489
4352,LKN,68.1525,13.609444
4353,LKO,26.760594,80.889339
4354,LKP,44.264474,-73.961866
4355,LKR,11.167,48.2
4356,LKS,29.847777777778,-95.688611111111
4357,LKT,5.85,-5.683
4358,LKU,3.417,35.883
4359,LKV,42.161111,-120.399083
4360,LKY,-3.376306,35.818278
4361,LKZ,52.409333,0.561
4362,LLA,65.543758,22.121989
4363,LLE,-25.473603,31.565828
4364,LLF,26.233333333333,111.61666666667
4365,LLG,-17.142778,144.528889
4366,LLH,15.433,-87.883
4367,LLI,11.975014,38.979969
4368,LLL,-16.5,128.667
4369,LLM,3.767,114.4
4370,LLN,-3.717,138.7
4371,LLP,-23.017,138.7
4372,LLS,-24.721367,-60.548836
4373,LLU,60.464444,-45.577778
4374,LLW,-13.789378,33.781
4375,LLX,44.569114,-72.017979
4376,LLY,39.942891,-74.845719
4377,LMA,63.885997,-152.301874
4378,LMB,-13.75,34.583
4379,LMC,3.317,-73.9
4380,LMD,-40.815833,-68.071111
4381,LME,47.948492,0.201647
4382,LMG,-4.667,152.733
4383,LMH,15.85,-85.483
4384,LMI,-3.467,142.033
4385,LML,8.921111,166.264722
4386,LMM,25.685194,-109.080806
4387,LMN,4.808303,115.010439
4388,LMO,57.705214,-3.339169
4389,LMP,35.497914,12.618083
4390,LMQ,30.378139,19.576444
4391,LMR,-28.360069,23.439069
4392,LMS,33.146209,-89.062479
4393,LMT,42.156139,-121.733194
4394,LMX,3.05,-77.55
4395,LMY,-7.0,141.483
4396,LMZ,-10.75,40.471
4397,LNA,26.593056,-80.085065
4398,LNB,-16.584167,168.159167
4399,LNC,-6.383,147.367
4400,LND,42.815236,-108.729839
4401,LNE,-15.865556,168.171944
4402,LNF,-4.85,141.217
4403,LNG,-8.267,146.267
4404,LNH,-20.980833,137.918333
4405,LNI,70.910745,-153.242215
4406,LNJ,23.738611,100.024722
4407,LNK,40.850889,-96.759111
4408,LNM,-7.217,146.2
4409,LNN,41.684028,-81.38975
4410,LNO,-28.878056,121.314722
4411,LNP,36.987528,-82.53
4412,LNQ,-10.583,150.583
4413,LNR,43.211861,-90.179833
4414,LNS,40.122361,-76.294361
4415,LNV,-3.043611,152.628889
4416,LNX,54.824444,32.024167
4417,LNY,20.785611,-156.951418
4418,LNZ,48.233219,14.187511
4419,LOA,-18.992778,139.905833
4420,LOB,-32.8,-70.633
4421,LOC,-33.544167,135.693333
4422,LOD,-15.306667,167.967222
4423,LOE,17.439133,101.722064
4424,LOF,7.8,168.283
4425,LOG,46.116666666667,-122.88333333333
4426,LOH,-3.995892,-79.371925
4427,LOI,-4.3833333333333,-51.916666666667
4428,LOK,3.121967,35.608692
4429,LOL,40.066405,-118.565166
4430,LOM,21.35,-101.933
4431,LOQ,-25.183,25.667
4432,LOR,31.355833,-85.751167
4433,LOS,6.577369,3.321156
4434,LOT,41.608111,-88.096194
4435,LOU,38.228,-85.663722
4436,LOV,26.955733,-101.470136
4437,LOW,38.009833,-77.970139
4438,LOX,14.967,-90.167
4439,LOY,2.75,36.717
4440,LOZ,37.086889,-84.077389
4441,LPA,27.931886,-15.386586
4442,LPB,-16.513338,-68.192256
4443,LPC,34.665619,-120.467503
4444,LPD,-1.328611,-69.579722
4445,LPE,3.733,-76.233
4446,LPG,-34.972222,-57.894694
4447,LPH,56.05,-5.433
4448,LPI,58.40615,15.680508
4449,LPJ,6.57725,-66.816889
4450,LPK,52.702778,39.537778
4451,LPL,53.333611,-2.849722
4452,LPM,-16.454,167.823
4453,LPN,-6.5833333333333,146.45
4454,LPO,41.572472,-86.734527
4455,LPP,61.044553,28.144397
4456,LPQ,19.897914,102.160764
4457,LPS,48.483912,-122.937681
4458,LPT,18.270933,99.504167
4459,LPU,0.583,115.6
4460,LPW,56.383333333333,-134.83333333333
4461,LPX,56.5175,21.096944
4462,LPY,45.079656,3.763442
4463,LQK,34.809972,-82.702889
4464,LQM,-0.182278,-74.770778
4465,LQN,34.9875,63.118333
4466,LRA,39.650253,22.4655
4467,LRB,-28.855547,28.052778
4468,LRC,51.602222,6.141528
4469,LRD,27.543799,-99.461533
4470,LRE,-23.434167,144.280278
4471,LRF,34.916769,-92.146542
4472,LRG,30.355,68.614167
4473,LRH,46.179211,-1.195236
4474,LRI,9.3,-75.883
4475,LRJ,42.777944,-96.193694
4476,LRK,-16.116666666667,-68.316666666667
4477,LRL,9.767333,1.09125
4478,LRM,18.450711,-68.911833
4479,LRN,0.0,0.0
4480,LRO,32.897833,-79.782861
4481,LRQ,56.248611,-101.304167
4482,LRR,27.674725,54.383278
4483,LRS,37.184903,26.800289
4484,LRT,47.760533,-3.439953
4485,LRU,32.289417,-106.921972
4486,LRV,11.946,-66.669
4487,LSA,-8.505833,151.080833
4488,LSB,32.333464,-108.691739
4489,LSC,-29.916233,-71.199522
4490,LSD,38.09111111,-84.31666666
4491,LSE,43.879266,-91.256638
4492,LSF,32.331789,-84.987159
4493,LSH,22.977881,97.752183
4494,LSI,59.878889,-1.295556
4495,LSJ,-5.35,147.017
4496,LSK,42.753808,-104.404554
4497,LSL,11.035277,-84.706108
4498,LSM,4.216389,115.582778
4499,LSN,37.063889,-120.869861
4500,LSO,46.476944,-1.722778
4501,LSP,11.780775,-70.151497
4502,LSQ,-37.401731,-72.425444
4503,LSR,65.396163,-167.162982
4504,LSS,15.864444,-61.580556
4505,LST,-41.545278,147.214167
4506,LSU,4.552222,115.494167
4507,LSV,36.236197,-115.034253
4508,LSW,5.226681,96.950342
4509,LSX,5.069506,97.259192
4510,LSY,-28.830278,153.26
4511,LSZ,44.566944,14.393889
4512,LTA,-23.824417,30.329306
4513,LTB,-41.233,146.417
4514,LTC,9.4,16.3
4515,LTD,30.151695,9.715305
4516,LTF,-2.833,141.617
4517,LTG,28.2,85.583
4518,LTH,36.666666666667,-116.65
4519,LTI,46.376111,96.221111
4520,LTK,35.401094,35.948681
4521,LTL,-0.826667,12.748611
4522,LTM,3.372761,-59.789439
4523,LTN,51.874722,-0.368333
4524,LTO,25.989194,-111.348361
4525,LTP,-19.194722,144.370833
4526,LTQ,50.514847,1.627578
4527,LTR,54.9514,-7.6719
4528,LTS,34.66646,-99.268086
4529,LTT,43.206389,6.4825
4530,LTV,-17.048056,141.376389
4531,LTW,38.315361,-76.550111
4532,LTX,0.93333333333333,-78.616666666667
4533,LUA,27.687778,86.731389
4534,LUB,2.4,-59.433
4535,LUC,-16.748055,-179.666944
4536,LUD,-26.687369,15.242861
4537,LUE,48.339444,19.735833
4538,LUF,33.534967,-112.3832
4539,LUG,46.004275,8.910578
4540,LUH,30.854681,75.952592
4541,LUI,15.017,-86.683
4542,LUJ,-31.367,29.583
4543,LUK,39.103333,-84.418611
4544,LUL,31.673028,-89.172806
4545,LUM,24.401111,98.531667
4546,LUN,-15.330817,28.452628
4547,LUO,-11.768086,19.897672
4548,LUP,21.21104,-156.973597
4549,LUQ,-33.273192,-66.356421
4550,LUR,68.875128,-166.111082
4551,LUS,-4.8,18.717
4552,LUT,-15.182778,144.345556
4553,LUU,-15.562222,144.452778
4554,LUV,-5.661619,132.73143
4555,LUW,-1.038918,122.771906
4556,LUX,49.623333,6.204444
4557,LUY,-4.783,38.283
4558,LUZ,29.633,115.95
4559,LVA,48.03225,-0.742781
4560,LVB,-30.835556,-55.625833
4561,LVD,61.359131,-155.440386
4562,LVI,-17.821756,25.822692
4563,LVK,37.693389,-121.820361
4564,LVL,36.772833,-77.79425
4565,LVM,45.699389,-110.448306
4566,LVO,-28.613611,122.423889
4567,LVP,26.8103,53.356289
4568,LVS,35.654222,-105.142389
4569,LWA,42.351194,-86.255639
4570,LWB,37.858306,-80.399472
4571,LWC,39.011111,-95.216472
4572,LWE,-8.35,123.433
4573,LWH,-18.565,138.638889
4574,LWI,-6.317,146.633
4575,LWK,60.191944,-1.243333
4576,LWL,41.117139,-114.922111
4577,LWM,42.717194,-71.123417
4578,LWN,40.750369,43.859342
4579,LWO,49.8125,23.956111
4580,LWR,53.228611,5.760556
4581,LWS,46.3745,-117.015389
4582,LWT,47.04925,-109.466694
4583,LWV,38.764278,-87.6055
4584,LWY,4.849167,115.402778
4585,LXA,29.297778,90.911944
4586,LXG,20.960556,101.4025
4587,LXI,25.95,109.61666666667
4588,LXN,40.790424,-99.775914
4589,LXR,25.671028,32.706583
4590,LXS,39.917072,25.236308
4591,LXU,-14.375833,23.248611
4592,LXV,39.220267,-106.316691
4593,LYA,34.741111,112.388333
4594,LYB,19.660278,-80.090278
4595,LYC,64.548322,18.716219
4596,LYE,51.505144,-1.993428
4597,LYG,34.571667,118.873611
4598,LYH,37.325389,-79.200431
4599,LYI,35.046111,118.411667
4600,LYK,-8.983,117.217
4601,LYN,45.729519,4.938844
4602,LYO,38.342781,-98.226876
4603,LYP,31.365014,72.994842
4604,LYR,78.246111,15.465556
4605,LYS,45.725556,5.081111
4606,LYT,-24.113333,152.715278
4607,LYU,47.824556,-91.830722
4608,LZA,-7.183,22.4
4609,LZC,18.001731,-102.220525
4610,LZD,36.167,103.683
4611,LZH,24.2075,109.391111
4612,LZI,-4.95,14.133
4613,LZM,38.10888888,-92.68333333
4614,LZN,26.159778,119.958472
4615,LZO,28.8525,105.3925
4616,LZR,-14.666667,145.45
4617,MAA,12.994414,80.180517
4618,MAB,-5.368589,-49.138025
4619,MAC,32.82215,-83.562015
4620,MAD,40.493556,-3.566764
4621,MAE,36.988611,-120.112444
4622,MAF,31.942528,-102.201917
4623,MAG,-5.207083,145.7887
4624,MAH,39.862597,4.218647
4625,MAI,-14.483,35.267
4626,MAJ,7.06498,171.272031
4627,MAK,9.558969,31.652242
4628,MAL,1.883,125.833
4629,MAM,25.769894,-97.525311
4630,MAN,53.353744,-2.27495
4631,MAO,-3.038611,-60.049721
4632,MAP,-10.283,149.517
4633,MAQ,16.699856,98.545056
4634,MAR,10.558208,-71.727856
4635,MAS,-2.061888,147.42415
4636,MAT,-5.8,13.433
4637,MAU,-16.426389,-152.243333
4638,MAV,8.708333,171.233333
4639,MAW,36.598205,-89.992548
4640,MAX,15.593611,-13.322778
4641,MAY,24.287664,-77.684614
4642,MAZ,18.255694,-67.148472
4643,MBA,-4.034833,39.59425
4644,MBB,-21.162778,119.836111
4645,MBC,-1.883,11.933
4646,MBD,-25.798444,25.548028
4647,MBE,44.303914,143.404028
4648,MBF,-36.75,146.75
4649,MBG,45.546278,-100.406278
4650,MBH,-25.513333,152.715
4651,MBI,-8.917,33.467
4652,MBJ,18.503717,-77.913358
4653,MBK,-10.176944,-54.954722
4654,MBL,44.272472,-86.246889
4655,MBM,42.461161,-71.518679
4656,MBN,-16.667,125.95
4657,MBO,13.208092,120.60535
4658,MBP,-6.017,-76.983
4659,MBQ,-0.555278,30.599444
4660,MBR,16.033,-12.6
4661,MBS,43.532917,-84.079639
4662,MBT,12.369367,123.629236
4663,MBU,-9.747499,159.839444
4664,MBV,-6.35,147.633
4665,MBW,-37.975833,145.102222
4666,MBX,46.479861,15.686131
4667,MBY,39.463417,-92.426389
4668,MBZ,-3.372167,-57.724808
4669,MCA,8.554,-9.478
4670,MCB,31.178444,-90.471861
4671,MCC,38.667639,-121.400611
4672,MCD,45.864944,-84.637333
4673,MCE,37.28475,-120.513917
4674,MCF,27.849333,-82.521167
4675,MCG,62.952783,-155.607044
4676,MCH,-3.268903,-79.961572
4677,MCI,39.297605,-94.713906
4678,MCJ,11.232528,-72.490139
4679,MCK,40.206278,-100.592083
4680,MCL,63.732598,-148.910638
4681,MCM,43.725556,7.420278
4682,MCN,32.69285,-83.649211
4683,MCO,28.429394,-81.308993
4684,MCP,0.050664,-51.072178
4685,MCQ,48.083,20.767
4686,MCR,17.05,-89.15
4687,MCS,-30.271922,-57.640231
4688,MCT,23.593278,58.284444
4689,MCU,46.353611,2.572222
4690,MCV,-16.442499,136.083611
4691,MCW,43.157793,-93.331261
4692,MCX,42.816822,47.652294
4693,MCY,-26.603333,153.091111
4694,MCZ,-9.510808,-35.791678
4695,MDA,29.431344,-98.377792
4696,MDB,17.0,-88.317
4697,MDC,1.549447,124.925878
4698,MDD,32.036527,-102.101028
4699,MDE,6.164444,-75.423056
4700,MDF,45.101472,-90.300833
4701,MDG,44.524072,129.568972
4702,MDH,37.778083,-89.252028
4703,MDI,7.703883,8.613939
4704,MDJ,44.670167,-121.155139
4705,MDK,0.0226,18.288744
4706,MDL,21.702156,95.977928
4707,MDM,-4.617,143.433
4708,MDN,38.759917,-85.464694
4709,MDO,59.449944,-146.307241
4710,MDP,-5.867,140.7
4711,MDQ,-37.934167,-57.573333
4712,MDR,63.1,-154.71666666667
4713,MDS,21.825833,-71.8025
4714,MDT,40.193191,-76.762621
4715,MDU,-6.147739,143.657164
4716,MDV,1.0,10.75
4717,MDW,41.785972,-87.752417
4718,MDX,-29.223055,-58.088055
4719,MDY,28.201483,-177.381308
4720,MDZ,-32.831716,-68.792856
4721,MEA,-22.343031,-41.766033
4722,MEB,-37.728056,144.901944
4723,MEC,-0.946078,-80.678808
4724,MED,24.553422,39.705061
4725,MEE,-21.481678,168.037508
4726,MEF,11.05,17.933
4727,MEG,-9.525086,16.312406
4728,MEH,71.029167,27.826111
4729,MEI,32.332624,-88.751868
4730,MEJ,41.626528,-80.214722
4731,MEK,33.879067,-5.515125
4732,MEL,-37.673333,144.843333
4733,MEM,35.042417,-89.976667
4734,MEN,44.504081,3.527633
4735,MEO,35.918983,-75.695536
4736,MEP,2.383333,103.865
4737,MEQ,4.25,96.217
4738,MER,37.380472,-120.568194
4739,MES,3.558056,98.671722
4740,MET,-12.444167,142.638333
4741,MEU,-0.889839,-52.60225
4742,MEV,39.000917,-119.751917
4743,MEW,-4.85,21.55
4744,MEX,19.436303,-99.072097
4745,MEY,27.577222,84.228889
4746,MEZ,-22.355833,29.9875
4747,MFA,-7.9175,39.668333
4748,MFB,0.617,-69.75
4749,MFC,-29.800833,27.243333
4750,MFD,40.821417,-82.516639
4751,MFE,26.175833,-98.238611
4752,MFF,-1.537778,13.269444
4753,MFG,34.339022,73.508639
4754,MFH,36.833139,-114.055889
4755,MFI,44.63688,-90.189327
4756,MFJ,-18.566667,179.951111
4757,MFK,26.219444444444,120.08333333333
4758,MFL,-19.667,144.9
4759,MFM,22.149556,113.591558
4760,MFN,-44.673333,167.923333
4761,MFO,-5.578056,151.791944
4762,MFP,-22.097778,137.985278
4763,MFQ,13.502531,7.126753
4764,MFR,42.374222,-122.8735
4765,MFS,1.35,-71.944444
4766,MFT,-13.166111111111,-72.498333333333
4767,MFU,-13.258878,31.936581
4768,MFV,37.646889,-75.761056
4769,MFW,25.767,-80.183
4770,MFX,45.406944,6.580556
4771,MFZ,0.0,0.0
4772,MGA,12.141494,-86.168178
4773,MGB,-37.745556,140.785278
4774,MGC,41.703317,-86.821242
4775,MGD,-13.3,-64.133
4776,MGE,33.915333,-84.516333
4777,MGF,-23.476392,-52.016406
4778,MGG,-5.967,143.35
4779,MGH,-30.857408,30.343019
4780,MGI,28.116958,-96.800263
4781,MGJ,41.509988,-74.264644
4782,MGK,20.296667,98.898889
4783,MGL,51.230356,6.504494
4784,MGM,32.300638,-86.393972
4785,MGN,9.284739,-74.846092
4786,MGO,-2.0,10.417
4787,MGP,-4.133,153.017
4788,MGQ,2.014444,45.304722
4789,MGR,31.084917,-83.80325
4790,MGS,-21.895556,-157.905278
4791,MGT,-12.094444,134.893611
4792,MGU,18.845825,93.688889
4793,MGV,-33.930556,115.1
4794,MGW,39.642907,-79.916314
4795,MGX,-2.433,11.0
4796,MGY,39.588972,-84.224861
4797,MGZ,12.439797,98.621478
4798,MHA,5.277495,-59.151112
4799,MHB,-36.966666666667,174.91666666667
4800,MHC,-15.116666666667,-73.75
4801,MHD,36.235195,59.640972
4802,MHE,43.774833,-98.038611
4803,MHF,1.75,-69.917
4804,MHG,49.472706,8.514264
4805,MHH,26.511406,-77.083472
4806,MHI,11.717,43.2
4807,MHJ,8.133,45.283
4808,MHK,39.141234,-96.671797
4809,MHL,39.0955,-93.202806
4810,MHM,63.885997,-152.301874
4811,MHN,42.049997,-101.067105
4812,MHO,-17.13,125.764
4813,MHP,53.864472,27.539683
4814,MHQ,60.122203,19.898156
4815,MHR,38.555264,-121.29725
4816,MHS,41.316666666667,-122.31666666667
4817,MHT,42.932806,-71.43575
4818,MHU,-37.0475,147.334167
4819,MHV,35.058639,-118.150556
4820,MHW,-19.816666666667,-63.983333333333
4821,MHX,-10.376667,-161.001944
4822,MHY,-8.7,141.633
4823,MHZ,52.361933,0.486406
4824,MIA,25.795365,-80.290116
4825,MIB,48.415769,-101.358039
4826,MIC,45.061986,-93.353938
4827,MID,20.936981,-89.657672
4828,MIE,40.242472,-85.39575
4829,MIF,31.582472,-102.909028
4830,MIG,31.428056,104.741111
4831,MIH,-14.791389,125.824444
4832,MII,-22.196892,-49.9264
4833,MIJ,6.083333,171.733333
4834,MIK,61.6866,27.201794
4835,MIM,-36.908611,149.901389
4836,MIN,-32.839167,135.144999
4837,MIO,36.909221,-94.8875
4838,MIP,30.776061,34.666769
4839,MIQ,41.195986,-96.112265
4840,MIR,35.758056,10.754722
4841,MIS,-10.689167,152.838333
4842,MIT,35.505944,-119.191722
4843,MIU,11.855347,13.08095
4844,MIV,39.367806,-75.072222
4845,MIW,42.112726,-92.917788
4846,MIX,-1.133,-70.25
4847,MIY,-18.8075,137.082222
4848,MIZ,-14.053611,134.093611
4849,MJA,-21.425833,44.315278
4850,MJB,10.283333,170.883333
4851,MJC,7.272069,-7.587364
4852,MJD,27.335156,68.143053
4853,MJE,7.833,168.167
4854,MJF,65.783997,13.214914
4855,MJG,22.230833,-79.062222
4856,MJH,25.933,45.367
4857,MJI,32.894084,13.276
4858,MJJ,-5.717,145.233
4859,MJK,-25.893889,113.577222
4860,MJL,-1.845142,11.056656
4861,MJM,-6.121236,23.569008
4862,MJN,-15.667144,46.351828
4863,MJO,-22.8,17.883333333333
4864,MJP,-34.265278,116.140278
4865,MJQ,43.650041,-94.986546
4866,MJR,-38.227055,-57.86972
4867,MJS,-25.35,32.216666666667
4868,MJT,39.056667,26.598333
4869,MJU,-2.683,118.9
4870,MJV,37.774972,-0.812389
4871,MJW,-21.116666666667,32.383333333333
4872,MJX,39.927498,-74.292379
4873,MJY,-2.733,103.567
4874,MJZ,62.534689,114.038928
4875,MKA,49.923325,12.726666
4876,MKB,0.976,13.968
4877,MKC,39.122937,-94.592822
4878,MKD,11.033,36.467
4879,MKE,42.947211,-87.89673
4880,MKF,32.37166666,-84.80694444
4881,MKG,43.167672,-86.235439
4882,MKH,-29.280556,29.070556
4883,MKJ,-0.017,15.583
4884,MKK,21.152886,-157.096256
4885,MKL,35.599889,-88.915611
4886,MKM,2.906944,112.075
4887,MKN,-4.017,153.65
4888,MKO,35.65773,-95.361644
4889,MKP,-16.583919,-143.658369
4890,MKQ,-8.520294,140.418453
4891,MKR,-26.611667,118.547778
4892,MKS,10.75,38.767
4893,MKT,44.222778,-93.919306
4894,MKU,0.579211,12.890908
4895,MKV,-25.967499,133.208333
4896,MKW,-0.891833,134.049183
4897,MKX,14.65,49.317
4898,MKY,-21.171667,149.179722
4899,MKZ,2.263361,102.251553
4900,MLA,35.857497,14.4775
4901,MLB,28.102753,-80.645257
4902,MLC,34.882402,-95.783463
4903,MLD,42.170444,-112.289306
4904,MLE,4.191833,73.529128
4905,MLF,38.426633,-113.012456
4906,MLG,-7.926556,112.714514
4907,MLH,47.59,7.529167
4908,MLI,41.448286,-90.50752
4909,MLJ,33.154224,-83.241414
4910,MLK,48.366944,-107.919333
4911,MLL,61.883333333333,-162.06666666667
4912,MLM,19.849944,-101.0255
4913,MLN,35.279817,-2.956256
4914,MLO,36.696111,24.4775
4915,MLP,7.617222,124.058611
4916,MLQ,-8.067,146.15
4917,MLR,-37.583611,140.366111
4918,MLS,46.427972,-105.88625
4919,MLT,45.647836,-68.685562
4920,MLU,32.510866,-92.037688
4921,MLV,-13.067,142.45
4922,MLW,6.289061,-10.758722
4923,MLX,38.435347,38.091006
4924,MLY,64.997564,-150.64413
4925,MLZ,-32.337882,-54.216678
4926,MMB,43.880606,144.164053
4927,MMC,22.740367,-99.018228
4928,MMD,25.846533,131.263494
4929,MME,54.509189,-1.429406
4930,MMF,5.704167,9.306389
4931,MMG,-28.116111,117.841667
4932,MMH,37.624056,-118.83875
4933,MMI,35.399194,-84.561778
4934,MMJ,36.166758,137.922669
4935,MMK,68.781672,32.750822
4936,MML,44.45173,-95.82442
4937,MMM,-22.8025,148.704722
4938,MMN,42.433333333333,-71.502777777778
4939,MMO,15.155928,-23.213703
4940,MMP,9.268781,-74.652336
4941,MMQ,-8.859167,31.336389
4942,MMR,30.316873,-97.766951
4943,MMS,34.231456,-90.289562
4944,MMT,33.918819,-80.800597
4945,MMU,40.799333,-74.414889
4946,MMV,45.194546,-123.136068
4947,MMW,-16.733,39.217
4948,MMX,55.530193,13.371639
4949,MMY,24.782833,125.295111
4950,MMZ,35.938611,64.769166
4951,MNA,4.006944,126.673056
4952,MNB,-5.930858,12.351789
4953,MNC,-14.488233,40.71225
4954,MND,4.483,-73.333
4955,MNE,-28.009167,138.657222
4956,MNF,-17.673056,177.098333
4957,MNG,-12.056111,134.234167
4958,MNH,8.049806,80.981375
4959,MNI,16.791389,-62.193333
4960,MNJ,-21.201772,48.358317
4961,MNK,1.003611,173.030833
4962,MNL,14.508647,121.019581
4963,MNM,45.12665,-87.638441
4964,MNN,40.61625,-83.063472
4965,MNO,-7.288889,27.394444
4966,MNP,-1.55,145.033
4967,MNQ,-24.885833,151.100278
4968,MNR,-15.254542,23.162306
4969,MNS,-11.138611,28.875556
4970,MNT,65.148168,-149.36859
4971,MNU,16.444747,97.660669
4972,MNV,-14.117,133.833
4973,MNW,-22.447778,135.203056
4974,MNX,-5.811381,-61.278319
4975,MNY,-7.416944,155.564722
4976,MNZ,38.721417,-77.515444
4977,MOA,20.654114,-74.922114
4978,MOB,30.691417,-88.242833
4979,MOC,-16.706924,-43.8189
4980,MOD,37.625817,-120.954421
4981,MOE,23.092525,96.645272
4982,MOF,-8.640647,122.236889
4983,MOG,20.516758,99.256825
4984,MOH,27.483,95.017
4985,MOI,-19.842499,-157.703333
4986,MOJ,5.6075,-54.4
4987,MOK,8.067,-6.2
4988,MOL,62.744722,7.2625
4989,MOM,17.75,-12.5
4990,MON,-43.765,170.133333
4991,MOO,-28.099444,140.196944
4992,MOP,43.621639,-84.737306
4993,MOQ,-20.28475,44.317614
4994,MOR,36.179389,-83.375444
4995,MOS,64.698182,-162.057299
4996,MOT,48.257639,-101.278028
4997,MOU,62.095362,-163.682059
4998,MOV,-22.057778,148.0775
4999,MOX,45.565968,-95.967187
5000,MOY,4.883,-72.9
5001,MOZ,-17.489972,-149.761869
5002,MPA,-17.634167,24.176389
5003,MPB,25.778333,-80.170278
5004,MPC,-2.533,101.083
5005,MPD,25.682778,69.072778
5006,MPE,41.271182,-72.54973
5007,MPF,-7.967,143.167
5008,MPG,-6.533,147.65
5009,MPH,11.924503,121.95405
5010,MPI,9.167,-77.967
5011,MPJ,35.138863,-92.909197
5012,MPK,34.758906,126.379872
5013,MPL,43.583333,3.961389
5014,MPM,-25.920836,32.572606
5015,MPN,-51.822777,-58.447222
5016,MPO,41.137472,-75.378889
